Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Estimated_Recreational_hr,Estimated_Educational_hr,Threshold_Limit_hr
12,Male,4.35,Smartphone,True,0.39,Eye Strain,Urban,3.1294964028776975,1.2205035971223022,4.0
10,Male,0.0,Tablet,False,0.45,,Rural,0.0,0.0,2.0
17,Male,5.11,Smartphone,True,0.47,,Urban,3.4761904761904763,1.633809523809524,6.0
18,Female,3.52,Laptop,True,0.33,Poor Sleep,Urban,2.6466165413533833,0.8733834586466167,6.0
8,Female,2.27,TV,True,0.44,,Urban,1.576388888888889,0.693611111111111,2.0
10,Female,0.0,Tablet,False,0.58,,Urban,0.0,0.0,2.0
16,Male,3.21,Smartphone,True,0.48,,Rural,2.168918918918919,1.041081081081081,6.0
12,Female,3.45,Smartphone,True,0.4,"Anxiety, Obesity Risk",Urban,2.4642857142857144,0.9857142857142858,4.0
17,Male,3.25,Laptop,True,0.47,Poor Sleep,Urban,2.2108843537414966,1.0391156462585034,6.0
9,Male,7.73,Smartphone,True,0.59,"Poor Sleep, Anxiety",Rural,4.861635220125787,2.868364779874214,2.0
14,Male,3.58,Smartphone,True,0.37,Poor Sleep,Urban,2.6131386861313866,0.9668613138686135,4.0
9,Male,3.52,Smartphone,True,0.43,"Poor Sleep, Anxiety",Urban,2.4615384615384617,1.0584615384615383,2.0
11,Female,3.73,Smartphone,True,0.3,Poor Sleep,Urban,2.8692307692307693,0.8607692307692307,4.0
14,Male,5.47,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,3.992700729927007,1.4772992700729928,4.0
11,Female,3.7,Laptop,True,0.39,,Rural,2.661870503597122,1.038129496402878,4.0
14,Male,2.09,Smartphone,False,0.47,,Urban,1.4217687074829932,0.6682312925170066,4.0
14,Female,2.88,Laptop,False,0.42,,Urban,2.028169014084507,0.8518309859154929,4.0
8,Female,9.33,Smartphone,True,0.4,Poor Sleep,Rural,6.664285714285715,2.6657142857142855,2.0
13,Male,3.93,Laptop,True,0.5,"Poor Sleep, Anxiety",Urban,2.62,1.31,4.0
16,Female,5.01,TV,True,0.35,Eye Strain,Urban,3.711111111111111,1.298888888888889,6.0
9,Male,3.93,Tablet,True,0.57,"Poor Sleep, Obesity Risk",Urban,2.5031847133757967,1.4268152866242034,2.0
10,Female,4.61,TV,True,0.57,"Poor Sleep, Eye Strain",Urban,2.936305732484077,1.6736942675159234,2.0
17,Male,4.16,Smartphone,True,0.37,Eye Strain,Urban,3.0364963503649633,1.1235036496350368,6.0
12,Female,3.34,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,2.5496183206106866,0.7903816793893133,4.0
16,Female,3.54,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,2.4081632653061225,1.1318367346938776,6.0
11,Male,4.15,Smartphone,True,0.5,Poor Sleep,Urban,2.766666666666667,1.3833333333333333,4.0
8,Female,1.84,TV,False,0.59,,Urban,1.157232704402516,0.6827672955974842,2.0
11,Female,5.14,Smartphone,True,0.48,,Urban,3.472972972972973,1.6670270270270269,4.0
13,Female,7.05,Tablet,True,0.45,"Poor Sleep, Anxiety",Rural,4.862068965517241,2.1879310344827587,4.0
12,Female,5.74,Smartphone,True,0.38,Eye Strain,Urban,4.159420289855073,1.580579710144927,4.0
8,Male,6.98,Smartphone,True,0.59,Poor Sleep,Urban,4.389937106918239,2.590062893081761,2.0
11,Male,5.31,Laptop,True,0.38,Poor Sleep,Urban,3.847826086956522,1.4621739130434777,4.0
13,Male,4.34,Laptop,True,0.33,Anxiety,Urban,3.263157894736842,1.0768421052631578,4.0
17,Male,3.96,Smartphone,True,0.41,Poor Sleep,Rural,2.8085106382978724,1.1514893617021276,6.0
17,Female,7.15,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Rural,4.798657718120806,2.3513422818791945,6.0
11,Female,4.6,Smartphone,True,0.46,Poor Sleep,Urban,3.150684931506849,1.4493150684931506,4.0
16,Male,3.24,Smartphone,True,0.47,Poor Sleep,Urban,2.2040816326530615,1.0359183673469388,6.0
12,Female,4.96,Smartphone,True,0.39,,Urban,3.5683453237410068,1.3916546762589932,4.0
15,Male,3.23,TV,True,0.41,,Urban,2.290780141843972,0.939219858156028,6.0
16,Male,4.57,Tablet,True,0.36,"Poor Sleep, Eye Strain",Urban,3.3602941176470593,1.209705882352941,6.0
17,Female,6.79,Smartphone,True,0.31,Anxiety,Urban,5.183206106870228,1.6067938931297716,6.0
12,Female,5.6,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,3.7837837837837838,1.8162162162162159,4.0
13,Female,4.85,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,3.321917808219178,1.5280821917808218,4.0
8,Female,6.82,TV,True,0.43,,Rural,4.76923076923077,2.0507692307692302,2.0
18,Female,4.71,Laptop,True,0.42,Eye Strain,Urban,3.3169014084507045,1.3930985915492955,6.0
14,Male,4.46,Tablet,True,0.44,"Eye Strain, Obesity Risk",Rural,3.0972222222222223,1.3627777777777776,4.0
11,Female,2.35,TV,False,0.45,,Rural,1.620689655172414,0.7293103448275862,4.0
18,Female,2.57,TV,False,0.45,,Urban,1.7724137931034483,0.7975862068965516,6.0
9,Male,7.04,Tablet,True,0.57,"Poor Sleep, Eye Strain, Obesity Risk",Urban,4.48407643312102,2.55592356687898,2.0
12,Male,4.69,Tablet,True,0.5,Poor Sleep,Urban,3.126666666666667,1.5633333333333335,4.0
10,Male,7.69,TV,True,0.46,Poor Sleep,Urban,5.267123287671233,2.422876712328767,2.0
13,Male,4.88,Smartphone,True,0.35,"Poor Sleep, Anxiety",Urban,3.6148148148148147,1.2651851851851852,4.0
15,Female,6.67,Tablet,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Rural,4.940740740740741,1.7292592592592593,6.0
14,Female,3.33,Smartphone,True,0.4,Eye Strain,Urban,2.3785714285714286,0.9514285714285715,4.0
10,Female,0.64,Tablet,False,0.51,,Urban,0.423841059602649,0.216158940397351,2.0
15,Female,3.08,Tablet,True,0.32,Poor Sleep,Urban,2.3333333333333335,0.7466666666666666,6.0
9,Male,7.27,TV,True,0.46,"Poor Sleep, Anxiety, Obesity Risk",Urban,4.97945205479452,2.2905479452054793,2.0
17,Female,3.57,TV,True,0.4,Poor Sleep,Urban,2.5500000000000003,1.0199999999999996,6.0
16,Male,6.42,TV,True,0.39,"Poor Sleep, Eye Strain, Anxiety",Urban,4.618705035971223,1.8012949640287772,6.0
11,Male,4.75,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,3.1879194630872485,1.5620805369127515,4.0
8,Female,1.35,Tablet,False,0.44,,Urban,0.9375000000000001,0.4125,2.0
15,Female,6.09,Laptop,True,0.36,"Poor Sleep, Anxiety",Urban,4.477941176470589,1.612058823529411,6.0
14,Female,3.82,Smartphone,True,0.3,Obesity Risk,Urban,2.9384615384615382,0.8815384615384616,4.0
18,Male,4.03,TV,True,0.42,Poor Sleep,Urban,2.838028169014085,1.1919718309859153,6.0
12,Male,4.91,Smartphone,True,0.42,"Poor Sleep, Anxiety",Urban,3.4577464788732395,1.4522535211267606,4.0
17,Female,4.77,TV,True,0.4,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,3.407142857142857,1.3628571428571425,6.0
12,Male,4.53,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,3.212765957446809,1.3172340425531912,4.0
14,Female,6.47,Smartphone,True,0.31,Poor Sleep,Rural,4.938931297709924,1.5310687022900762,4.0
12,Male,4.56,Smartphone,True,0.4,,Urban,3.257142857142857,1.3028571428571425,4.0
15,Male,6.34,TV,True,0.31,"Poor Sleep, Anxiety",Urban,4.8396946564885495,1.5003053435114504,6.0
18,Male,4.49,Laptop,True,0.35,Poor Sleep,Urban,3.325925925925926,1.1640740740740743,6.0
13,Female,2.38,TV,False,0.36,,Urban,1.75,0.6299999999999999,4.0
12,Male,5.33,Tablet,True,0.36,"Poor Sleep, Eye Strain",Urban,3.919117647058824,1.4108823529411763,4.0
16,Male,5.95,Smartphone,True,0.33,,Urban,4.473684210526316,1.4763157894736842,6.0
18,Female,5.23,TV,True,0.47,Anxiety,Rural,3.557823129251701,1.6721768707482996,6.0
9,Female,6.58,Smartphone,True,0.55,,Urban,4.245161290322581,2.3348387096774195,2.0
8,Male,4.75,Tablet,True,0.58,"Poor Sleep, Eye Strain",Urban,3.0063291139240507,1.7436708860759493,2.0
15,Female,6.18,Tablet,True,0.43,Poor Sleep,Urban,4.321678321678322,1.858321678321678,6.0
10,Male,5.56,Smartphone,True,0.4,Poor Sleep,Urban,3.9714285714285715,1.588571428571428,2.0
18,Female,4.24,Laptop,True,0.36,,Urban,3.11764705882353,1.1223529411764703,6.0
14,Male,5.93,Smartphone,True,0.38,"Poor Sleep, Obesity Risk",Urban,4.297101449275362,1.6328985507246374,4.0
17,Male,4.74,Smartphone,True,0.36,,Rural,3.4852941176470593,1.254705882352941,6.0
18,Male,7.69,Smartphone,True,0.3,,Urban,5.915384615384616,1.7746153846153847,6.0
15,Female,3.69,Smartphone,True,0.49,Poor Sleep,Rural,2.476510067114094,1.213489932885906,6.0
13,Male,0.65,Smartphone,False,0.36,,Urban,0.4779411764705883,0.1720588235294117,4.0
17,Female,3.98,Smartphone,True,0.48,Anxiety,Urban,2.689189189189189,1.290810810810811,6.0
16,Male,4.79,TV,True,0.48,"Poor Sleep, Anxiety, Obesity Risk",Rural,3.2364864864864864,1.5535135135135136,6.0
14,Male,6.72,Smartphone,True,0.47,Poor Sleep,Urban,4.571428571428571,2.1485714285714286,4.0
17,Female,1.39,Laptop,False,0.45,,Rural,0.9586206896551723,0.43137931034482757,6.0
12,Male,5.12,Laptop,True,0.37,"Eye Strain, Obesity Risk",Urban,3.7372262773722627,1.3827737226277375,4.0
15,Male,3.22,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,2.3851851851851853,0.8348148148148149,6.0
9,Female,4.64,Tablet,True,0.51,Poor Sleep,Rural,3.072847682119205,1.5671523178807947,2.0
14,Female,3.48,Smartphone,True,0.42,,Urban,2.450704225352113,1.029295774647887,4.0
11,Female,4.09,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,3.1221374045801524,0.9678625954198474,4.0
16,Female,5.68,Smartphone,True,0.35,,Urban,4.207407407407407,1.4725925925925925,6.0
8,Male,2.93,TV,True,0.54,,Urban,1.9025974025974026,1.0274025974025975,2.0
14,Female,5.0,TV,True,0.38,"Poor Sleep, Anxiety",Urban,3.6231884057971016,1.3768115942028984,4.0
13,Female,4.68,Smartphone,True,0.36,Poor Sleep,Urban,3.4411764705882355,1.2388235294117642,4.0
15,Male,6.5,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Urban,4.545454545454546,1.9545454545454541,6.0
12,Female,5.88,Laptop,True,0.38,Poor Sleep,Urban,4.260869565217392,1.6191304347826083,4.0
8,Female,6.61,Smartphone,True,0.59,,Urban,4.157232704402516,2.452767295597484,2.0
8,Female,1.56,TV,False,0.48,,Rural,1.0540540540540542,0.5059459459459459,2.0
16,Male,4.52,TV,True,0.48,,Urban,3.054054054054054,1.4659459459459456,6.0
17,Female,6.26,Smartphone,True,0.33,Eye Strain,Urban,4.7067669172932325,1.5532330827067673,6.0
13,Female,1.68,Tablet,False,0.41,,Rural,1.1914893617021276,0.48851063829787233,4.0
17,Male,4.31,TV,True,0.47,"Poor Sleep, Anxiety",Urban,2.931972789115646,1.3780272108843534,6.0
12,Male,4.8,Laptop,True,0.32,Poor Sleep,Urban,3.6363636363636362,1.1636363636363636,4.0
8,Female,4.15,Smartphone,True,0.43,Poor Sleep,Urban,2.9020979020979025,1.2479020979020978,2.0
13,Male,3.2,Laptop,True,0.38,"Eye Strain, Anxiety",Urban,2.3188405797101455,0.8811594202898547,4.0
13,Female,2.93,TV,False,0.36,,Rural,2.1544117647058827,0.7755882352941175,4.0
10,Male,1.96,TV,False,0.49,,Urban,1.3154362416107381,0.6445637583892618,2.0
15,Male,3.6,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Rural,2.647058823529412,0.952941176470588,6.0
8,Male,7.39,TV,True,0.52,,Urban,4.8618421052631575,2.528157894736842,2.0
8,Female,2.17,Smartphone,True,0.47,,Rural,1.4761904761904763,0.6938095238095237,2.0
13,Female,5.62,TV,True,0.38,"Poor Sleep, Anxiety",Rural,4.072463768115942,1.5475362318840578,4.0
17,Female,6.3,TV,True,0.31,"Eye Strain, Obesity Risk",Urban,4.809160305343511,1.490839694656489,6.0
8,Male,2.35,Smartphone,True,0.44,,Urban,1.6319444444444446,0.7180555555555554,2.0
13,Male,4.41,Tablet,True,0.35,Poor Sleep,Rural,3.2666666666666666,1.1433333333333335,4.0
8,Male,8.52,Tablet,True,0.41,"Poor Sleep, Anxiety",Urban,6.042553191489362,2.4774468085106376,2.0
13,Female,4.25,TV,True,0.35,Poor Sleep,Urban,3.148148148148148,1.101851851851852,4.0
10,Female,1.9,Smartphone,False,0.52,,Urban,1.25,0.6499999999999999,2.0
15,Male,4.32,Tablet,True,0.45,Poor Sleep,Urban,2.9793103448275864,1.340689655172414,6.0
13,Male,2.73,TV,False,0.36,,Urban,2.0073529411764706,0.7226470588235294,4.0
18,Male,6.54,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,4.99236641221374,1.54763358778626,6.0
8,Female,9.4,Smartphone,True,0.54,"Eye Strain, Obesity Risk",Urban,6.103896103896104,3.2961038961038964,2.0
12,Male,4.89,TV,True,0.39,"Poor Sleep, Anxiety",Rural,3.517985611510791,1.3720143884892089,4.0
15,Male,6.34,TV,True,0.47,"Poor Sleep, Anxiety",Urban,4.312925170068027,2.0270748299319727,6.0
10,Male,0.0,Tablet,False,0.51,,Rural,0.0,0.0,2.0
13,Male,4.9,Smartphone,True,0.43,,Urban,3.426573426573427,1.4734265734265732,4.0
12,Male,6.21,Smartphone,True,0.46,,Urban,4.2534246575342465,1.9565753424657535,4.0
13,Female,4.7,Smartphone,True,0.41,Anxiety,Urban,3.3333333333333335,1.3666666666666667,4.0
17,Male,3.92,Laptop,True,0.31,"Poor Sleep, Obesity Risk",Urban,2.99236641221374,0.9276335877862598,6.0
8,Male,2.06,Tablet,True,0.42,,Rural,1.4507042253521127,0.6092957746478873,2.0
14,Female,4.17,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban,3.1353383458646613,1.0346616541353386,4.0
16,Male,6.29,Smartphone,True,0.45,Poor Sleep,Urban,4.337931034482759,1.952068965517241,6.0
9,Male,6.12,Smartphone,True,0.46,Poor Sleep,Rural,4.191780821917808,1.928219178082192,2.0
17,Female,5.35,TV,True,0.46,,Urban,3.6643835616438354,1.6856164383561643,6.0
12,Female,3.43,Smartphone,True,0.49,Poor Sleep,Rural,2.302013422818792,1.127986577181208,4.0
17,Male,4.25,TV,True,0.45,"Poor Sleep, Eye Strain",Urban,2.931034482758621,1.318965517241379,6.0
11,Male,6.72,Tablet,True,0.5,Poor Sleep,Urban,4.4799999999999995,2.24,4.0
13,Male,6.71,Tablet,True,0.48,Poor Sleep,Urban,4.533783783783784,2.1762162162162157,4.0
13,Female,4.04,Tablet,True,0.4,"Poor Sleep, Eye Strain",Urban,2.885714285714286,1.154285714285714,4.0
18,Male,7.02,Smartphone,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural,5.014285714285714,2.0057142857142853,6.0
9,Male,6.9,Tablet,True,0.5,,Urban,4.6000000000000005,2.3,2.0
9,Male,4.47,Tablet,True,0.47,,Rural,3.0408163265306123,1.4291836734693875,2.0
11,Male,4.37,Smartphone,True,0.39,Poor Sleep,Urban,3.143884892086331,1.2261151079136692,4.0
8,Female,3.15,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Rural,2.1,1.0499999999999998,2.0
16,Male,3.46,Laptop,True,0.33,Poor Sleep,Rural,2.601503759398496,0.8584962406015038,6.0
14,Male,4.7,Smartphone,True,0.38,Poor Sleep,Urban,3.405797101449276,1.2942028985507243,4.0
14,Female,4.42,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Rural,3.0482758620689654,1.3717241379310345,4.0
10,Male,4.59,Smartphone,True,0.54,"Poor Sleep, Eye Strain",Urban,2.9805194805194803,1.6094805194805195,2.0
18,Female,5.49,Tablet,True,0.35,Poor Sleep,Urban,4.066666666666666,1.4233333333333338,6.0
10,Female,6.03,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,4.158620689655173,1.8713793103448273,2.0
8,Female,0.0,Smartphone,False,0.49,,Urban,0.0,0.0,2.0
10,Male,9.16,TV,True,0.56,,Urban,5.871794871794871,3.288205128205129,2.0
10,Female,4.38,Smartphone,True,0.59,"Eye Strain, Anxiety",Urban,2.7547169811320757,1.6252830188679241,2.0
11,Female,4.42,Laptop,True,0.32,,Urban,3.348484848484848,1.0715151515151518,4.0
11,Male,3.56,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Rural,2.61764705882353,0.9423529411764702,4.0
10,Female,5.03,TV,True,0.4,"Poor Sleep, Obesity Risk",Urban,3.5928571428571434,1.4371428571428568,2.0
17,Male,4.92,TV,True,0.34,,Urban,3.671641791044776,1.2483582089552239,6.0
15,Male,3.65,TV,True,0.34,"Anxiety, Obesity Risk",Urban,2.7238805970149254,0.9261194029850746,6.0
15,Female,3.6,Smartphone,True,0.44,Eye Strain,Rural,2.5,1.1,6.0
8,Female,4.93,TV,True,0.43,,Urban,3.4475524475524475,1.4824475524475522,2.0
14,Male,5.58,Smartphone,True,0.4,Poor Sleep,Urban,3.985714285714286,1.5942857142857139,4.0
18,Male,4.08,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,3.044776119402985,1.035223880597015,6.0
9,Male,4.46,Smartphone,True,0.51,Anxiety,Urban,2.9536423841059603,1.5063576158940397,2.0
8,Male,7.89,Tablet,True,0.5,,Urban,5.26,2.63,2.0
10,Male,6.81,TV,True,0.5,"Poor Sleep, Anxiety",Rural,4.54,2.2699999999999996,2.0
11,Female,3.89,TV,True,0.44,Poor Sleep,Urban,2.7013888888888893,1.1886111111111108,4.0
13,Male,6.04,TV,True,0.47,,Urban,4.108843537414966,1.931156462585034,4.0
17,Male,4.9,Laptop,True,0.41,"Poor Sleep, Eye Strain",Rural,3.4751773049645394,1.424822695035461,6.0
12,Female,5.0,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,3.546099290780142,1.453900709219858,4.0
11,Male,5.8,Smartphone,True,0.39,Obesity Risk,Urban,4.172661870503597,1.6273381294964029,4.0
15,Female,4.68,Laptop,True,0.32,,Rural,3.545454545454545,1.1345454545454547,6.0
18,Male,5.82,TV,True,0.38,Poor Sleep,Urban,4.217391304347827,1.6026086956521732,6.0
11,Female,3.21,Smartphone,True,0.44,Poor Sleep,Rural,2.2291666666666665,0.9808333333333334,4.0
17,Male,6.25,Laptop,True,0.43,"Poor Sleep, Anxiety, Obesity Risk",Rural,4.370629370629371,1.8793706293706292,6.0
9,Female,6.54,Smartphone,True,0.43,Poor Sleep,Rural,4.573426573426573,1.9665734265734267,2.0
10,Male,3.93,Smartphone,True,0.49,"Poor Sleep, Anxiety",Urban,2.63758389261745,1.2924161073825502,2.0
13,Female,2.19,TV,False,0.48,,Urban,1.4797297297297296,0.7102702702702703,4.0
15,Female,4.99,Smartphone,True,0.35,"Poor Sleep, Anxiety",Rural,3.696296296296296,1.293703703703704,6.0
15,Female,2.46,TV,False,0.35,,Rural,1.822222222222222,0.637777777777778,6.0
18,Female,3.63,Smartphone,True,0.4,"Poor Sleep, Anxiety",Urban,2.592857142857143,1.037142857142857,6.0
16,Male,4.11,Smartphone,True,0.46,Eye Strain,Rural,2.8150684931506853,1.294931506849315,6.0
14,Male,5.15,Smartphone,True,0.4,Poor Sleep,Rural,3.6785714285714293,1.471428571428571,4.0
9,Male,1.14,Smartphone,False,0.48,,Urban,0.7702702702702702,0.36972972972972973,2.0
15,Female,3.78,Smartphone,True,0.4,"Poor Sleep, Anxiety, Obesity Risk",Urban,2.7,1.0799999999999996,6.0
14,Female,6.21,Smartphone,True,0.34,Eye Strain,Urban,4.634328358208955,1.575671641791045,4.0
15,Male,5.06,TV,True,0.47,,Urban,3.442176870748299,1.6178231292517005,6.0
10,Female,0.0,TV,False,0.59,,Urban,0.0,0.0,2.0
14,Female,3.29,Smartphone,True,0.44,Poor Sleep,Urban,2.2847222222222223,1.0052777777777777,4.0
17,Male,5.51,TV,True,0.33,"Poor Sleep, Anxiety",Urban,4.142857142857142,1.3671428571428574,6.0
16,Male,5.59,Smartphone,True,0.41,Anxiety,Urban,3.9645390070921986,1.6254609929078012,6.0
10,Female,0.0,Smartphone,False,0.51,,Urban,0.0,0.0,2.0
17,Female,4.77,Laptop,True,0.33,Poor Sleep,Rural,3.5864661654135332,1.1835338345864663,6.0
13,Female,3.44,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,2.388888888888889,1.051111111111111,4.0
9,Male,6.97,Tablet,True,0.52,"Poor Sleep, Eye Strain",Urban,4.5855263157894735,2.3844736842105263,2.0
9,Female,3.98,TV,True,0.52,,Urban,2.6184210526315788,1.3615789473684212,2.0
12,Female,3.52,Laptop,True,0.41,,Urban,2.49645390070922,1.02354609929078,4.0
12,Female,5.88,Smartphone,True,0.4,,Rural,4.2,1.6799999999999997,4.0
14,Female,4.91,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban,3.5323741007194243,1.3776258992805759,4.0
9,Male,6.05,Smartphone,True,0.5,Poor Sleep,Urban,4.033333333333333,2.0166666666666666,2.0
18,Male,3.85,TV,True,0.4,Poor Sleep,Urban,2.7500000000000004,1.0999999999999996,6.0
14,Male,6.09,Laptop,True,0.46,,Urban,4.171232876712328,1.9187671232876715,4.0
12,Male,4.64,Laptop,True,0.42,"Poor Sleep, Anxiety",Urban,3.267605633802817,1.3723943661971827,4.0
13,Female,4.47,Smartphone,True,0.32,Poor Sleep,Rural,3.386363636363636,1.083636363636364,4.0
15,Female,5.6,TV,True,0.47,,Rural,3.8095238095238093,1.7904761904761903,6.0
17,Male,4.05,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Rural,2.892857142857143,1.157142857142857,6.0
11,Female,6.36,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Urban,4.7819548872180455,1.5780451127819548,4.0
14,Male,4.29,TV,True,0.37,"Poor Sleep, Eye Strain",Urban,3.1313868613138682,1.1586131386861318,4.0
13,Male,4.69,Smartphone,True,0.49,Poor Sleep,Urban,3.14765100671141,1.5423489932885905,4.0
17,Female,4.01,Smartphone,True,0.34,Eye Strain,Urban,2.9925373134328357,1.017462686567164,6.0
9,Female,5.38,Smartphone,True,0.47,Poor Sleep,Urban,3.6598639455782314,1.7201360544217685,2.0
15,Male,4.75,Smartphone,True,0.38,Obesity Risk,Rural,3.4420289855072466,1.3079710144927534,6.0
17,Male,4.21,Tablet,True,0.41,"Poor Sleep, Eye Strain",Urban,2.9858156028368796,1.2241843971631203,6.0
16,Female,4.3,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,3.006993006993007,1.2930069930069927,6.0
12,Male,4.23,TV,True,0.41,Poor Sleep,Urban,3.0000000000000004,1.23,4.0
17,Male,4.14,Smartphone,True,0.32,,Urban,3.136363636363636,1.0036363636363639,6.0
11,Male,3.38,Tablet,True,0.31,"Poor Sleep, Obesity Risk",Urban,2.580152671755725,0.7998473282442751,4.0
13,Male,3.57,Laptop,True,0.38,Poor Sleep,Rural,2.5869565217391304,0.9830434782608695,4.0
15,Female,3.27,TV,True,0.47,"Poor Sleep, Anxiety",Rural,2.2244897959183674,1.0455102040816326,6.0
18,Male,5.54,Smartphone,True,0.36,Eye Strain,Urban,4.0735294117647065,1.4664705882352935,6.0
10,Female,7.69,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban,5.1959459459459465,2.494054054054054,2.0
17,Female,4.06,Smartphone,True,0.45,Eye Strain,Urban,2.8,1.2599999999999998,6.0
18,Male,5.17,TV,True,0.43,,Urban,3.6153846153846154,1.5546153846153845,6.0
18,Female,4.18,TV,True,0.38,Anxiety,Rural,3.028985507246377,1.1510144927536228,6.0
8,Male,3.6,Smartphone,True,0.41,Poor Sleep,Urban,2.5531914893617023,1.0468085106382978,2.0
11,Female,3.57,Smartphone,True,0.49,,Urban,2.395973154362416,1.174026845637584,4.0
11,Male,5.53,Smartphone,True,0.49,Anxiety,Urban,3.7114093959731544,1.8185906040268458,4.0
8,Male,5.76,TV,True,0.45,"Poor Sleep, Eye Strain",Urban,3.972413793103448,1.7875862068965516,2.0
16,Male,5.6,TV,True,0.33,Poor Sleep,Rural,4.2105263157894735,1.3894736842105262,6.0
10,Male,4.53,Smartphone,True,0.57,,Urban,2.885350318471338,1.6446496815286622,2.0
12,Female,3.78,Laptop,True,0.33,"Poor Sleep, Eye Strain",Urban,2.8421052631578942,0.9378947368421056,4.0
13,Female,3.68,Smartphone,True,0.37,Poor Sleep,Urban,2.6861313868613137,0.9938686131386865,4.0
15,Female,3.87,Smartphone,True,0.33,Poor Sleep,Urban,2.9097744360902253,0.9602255639097748,6.0
13,Male,4.61,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,3.4924242424242427,1.1175757575757577,4.0
10,Female,2.24,TV,True,0.42,,Rural,1.5774647887323945,0.6625352112676057,2.0
13,Female,4.4,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,3.013698630136987,1.3863013698630136,4.0
8,Female,7.4,Smartphone,True,0.44,Poor Sleep,Rural,5.138888888888889,2.261111111111111,2.0
11,Female,1.95,Tablet,False,0.37,,Urban,1.4233576642335766,0.5266423357664234,4.0
13,Male,4.27,Laptop,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,3.210526315789473,1.0594736842105266,4.0
14,Male,4.83,TV,True,0.47,Eye Strain,Urban,3.285714285714286,1.544285714285714,4.0
18,Male,5.39,TV,True,0.36,Poor Sleep,Urban,3.963235294117647,1.4267647058823525,6.0
18,Female,4.71,Laptop,True,0.34,"Poor Sleep, Obesity Risk",Urban,3.514925373134328,1.1950746268656718,6.0
17,Male,6.48,Smartphone,True,0.3,,Urban,4.984615384615385,1.4953846153846158,6.0
10,Male,7.45,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,5.068027210884354,2.381972789115646,2.0
16,Male,4.86,Smartphone,True,0.39,Poor Sleep,Rural,3.4964028776978417,1.3635971223021586,6.0
14,Male,5.01,Laptop,True,0.47,Poor Sleep,Urban,3.4081632653061225,1.6018367346938773,4.0
8,Male,6.81,TV,True,0.52,"Poor Sleep, Eye Strain",Urban,4.480263157894736,2.3297368421052633,2.0
9,Male,6.08,Tablet,True,0.42,"Poor Sleep, Obesity Risk",Urban,4.281690140845071,1.7983098591549291,2.0
8,Female,4.82,Smartphone,True,0.49,Anxiety,Rural,3.2348993288590604,1.5851006711409399,2.0
18,Male,3.36,Tablet,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban,2.27027027027027,1.0897297297297297,6.0
16,Male,4.89,Smartphone,True,0.39,"Eye Strain, Anxiety, Obesity Risk",Rural,3.517985611510791,1.3720143884892089,6.0
16,Male,6.13,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural,4.474452554744525,1.6555474452554746,6.0
14,Female,3.74,Laptop,True,0.33,"Eye Strain, Anxiety, Obesity Risk",Rural,2.81203007518797,0.9279699248120301,4.0
17,Female,3.14,Smartphone,True,0.42,Eye Strain,Urban,2.211267605633803,0.9287323943661971,6.0
